X,CH2,Start,Increment,
Sequence,Volt,-3.500000e-03,5.000000e-07,
0,-1.360000e+00,
1,-1.280000e+00,
2,-1.280000e+00,
3,-1.280000e+00,
4,-1.280000e+00,
5,-1.280000e+00,
6,-1.280000e+00,
7,-1.360000e+00,
8,-1.360000e+00,
9,-1.280000e+00,
10,-1.360000e+00,
11,-1.280000e+00,
12,-1.280000e+00,
13,-1.280000e+00,
14,-1.280000e+00,
15,-1.280000e+00,
16,-1.280000e+00,
17,-1.280000e+00,
18,-1.280000e+00,
19,-1.280000e+00,
20,-1.280000e+00,
21,-1.280000e+00,
22,-1.200000e+00,
23,-1.280000e+00,
24,-1.280000e+00,
25,-1.200000e+00,
26,-1.280000e+00,
27,-1.280000e+00,
28,-1.280000e+00,
29,-1.280000e+00,
30,-1.280000e+00,
31,-1.280000e+00,
32,-1.280000e+00,
33,-1.280000e+00,
34,-1.280000e+00,
35,-1.280000e+00,
36,-1.200000e+00,
37,-1.280000e+00,
38,-1.280000e+00,
39,-1.200000e+00,
40,-1.280000e+00,
41,-1.200000e+00,
42,-1.200000e+00,
43,-1.200000e+00,
44,-1.280000e+00,
45,-1.200000e+00,
46,-1.280000e+00,
47,-1.200000e+00,
48,-1.200000e+00,
49,-1.200000e+00,
50,-1.280000e+00,
51,-1.280000e+00,
52,-1.200000e+00,
53,-1.200000e+00,
54,-1.200000e+00,
55,-1.200000e+00,
56,-1.200000e+00,
57,-1.200000e+00,
58,-1.200000e+00,
59,-1.200000e+00,
60,-1.200000e+00,
61,-1.200000e+00,
62,-1.200000e+00,
63,-1.200000e+00,
64,-1.200000e+00,
65,-1.200000e+00,
66,-1.200000e+00,
67,-1.280000e+00,
68,-1.200000e+00,
69,-1.120000e+00,
70,-1.120000e+00,
71,-1.200000e+00,
72,-1.200000e+00,
73,-1.200000e+00,
74,-1.120000e+00,
75,-1.200000e+00,
76,-1.120000e+00,
77,-1.120000e+00,
78,-1.200000e+00,
79,-1.200000e+00,
80,-1.200000e+00,
81,-1.200000e+00,
82,-1.200000e+00,
83,-1.200000e+00,
84,-1.200000e+00,
85,-1.200000e+00,
86,-1.200000e+00,
87,-1.120000e+00,
88,-1.200000e+00,
89,-1.200000e+00,
90,-1.200000e+00,
91,-1.120000e+00,
92,-1.120000e+00,
93,-1.200000e+00,
94,-1.200000e+00,
95,-1.200000e+00,
96,-1.200000e+00,
97,-1.120000e+00,
98,-1.200000e+00,
99,-1.200000e+00,
100,-1.120000e+00,
101,-1.200000e+00,
102,-1.200000e+00,
103,-1.120000e+00,
104,-1.200000e+00,
105,-1.120000e+00,
106,-1.200000e+00,
107,-1.120000e+00,
108,-1.120000e+00,
109,-1.120000e+00,
110,-1.120000e+00,
111,-1.200000e+00,
112,-1.120000e+00,
113,-1.120000e+00,
114,-1.120000e+00,
115,-1.120000e+00,
116,-1.120000e+00,
117,-1.120000e+00,
118,-1.120000e+00,
119,-1.120000e+00,
