,CH1,CH2,CH3,CH4
Second,Volt,Volt,Volt,Volt
3.44000e-04,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
3.52000e-04,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
3.60000e-04,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
3.68000e-04,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
3.76000e-04,3.00e+00,9.20e+00,2.80e+00,9.60e+00, 
3.84000e-04,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
3.92000e-04,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
4.00000e-04,3.00e+00,9.20e+00,3.00e+00,9.20e+00, 
4.08000e-04,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
4.16000e-04,3.04e+00,9.20e+00,3.00e+00,9.20e+00, 
4.24000e-04,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
4.32000e-04,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
4.40000e-04,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
4.48000e-04,3.04e+00,9.20e+00,2.80e+00,9.60e+00, 
4.56000e-04,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
4.64000e-04,3.08e+00,9.20e+00,3.00e+00,9.60e+00, 
4.72000e-04,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
4.80000e-04,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
4.88000e-04,4.80e-01,9.20e+00,4.00e-01,9.60e+00, 
4.96000e-04,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
5.04000e-04,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
5.12000e-04,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
5.20000e-04,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
5.28000e-04,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
5.36000e-04,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
5.44000e-04,-4.00e-02,9.20e+00,0.00e+00,9.20e+00, 
5.52000e-04,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
5.60000e-04,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
5.68000e-04,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
5.76000e-04,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
5.84000e-04,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
5.92000e-04,-8.00e-02,9.20e+00,0.00e+00,9.60e+00, 
6.00000e-04,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
6.08000e-04,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
6.16000e-04,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
6.24000e-04,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
6.32000e-04,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
6.40000e-04,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
6.48000e-04,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
6.56000e-04,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
6.64000e-04,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
6.72000e-04,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
6.80000e-04,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
6.88000e-04,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
6.96000e-04,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
7.04000e-04,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
7.12000e-04,-8.00e-02,9.20e+00,0.00e+00,9.60e+00, 
7.20000e-04,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
7.28000e-04,-4.00e-02,9.20e+00,0.00e+00,9.60e+00, 
7.36000e-04,-4.00e-02,9.20e+00,0.00e+00,9.20e+00, 
7.44000e-04,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
7.52000e-04,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
7.60000e-04,-4.00e-02,9.20e+00,-2.00e-01,9.20e+00, 
7.68000e-04,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
7.76000e-04,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
7.84000e-04,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
7.92000e-04,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
8.00000e-04,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
8.08000e-04,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
8.16000e-04,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
8.24000e-04,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
8.32000e-04,-4.00e-02,9.20e+00,0.00e+00,9.60e+00, 
8.40000e-04,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
8.48000e-04,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
8.56000e-04,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
8.64000e-04,-8.00e-02,9.20e+00,-2.00e-01,9.20e+00, 
8.72000e-04,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
8.80000e-04,-4.00e-02,9.20e+00,0.00e+00,9.60e+00, 
8.88000e-04,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
8.96000e-04,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
9.04000e-04,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
9.12000e-04,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
9.20000e-04,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
9.28000e-04,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
9.36000e-04,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
9.44000e-04,-4.00e-02,9.20e+00,0.00e+00,9.60e+00, 
9.52000e-04,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
9.60000e-04,-8.00e-02,9.20e+00,0.00e+00,9.60e+00, 
9.68000e-04,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
9.76000e-04,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
9.84000e-04,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
9.92000e-04,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
1.00000e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.00800e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.01600e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.02400e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.03200e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.04000e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.04800e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.05600e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.06400e-03,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
1.07200e-03,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
1.08000e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.08800e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.09600e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.10400e-03,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
1.11200e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.12000e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.12800e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.13600e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.14400e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.15200e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.16000e-03,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
1.16800e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.17600e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.18400e-03,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
1.19200e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.20000e-03,3.04e+00,9.20e+00,3.00e+00,9.20e+00, 
1.20800e-03,3.04e+00,9.20e+00,2.80e+00,9.60e+00, 
1.21600e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.22400e-03,3.08e+00,9.20e+00,3.00e+00,9.60e+00, 
1.23200e-03,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
1.24000e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.24800e-03,3.00e+00,9.20e+00,3.00e+00,9.20e+00, 
1.25600e-03,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
1.26400e-03,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
1.27200e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.28000e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.28800e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.29600e-03,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
1.30400e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.31200e-03,3.08e+00,9.20e+00,3.00e+00,9.20e+00, 
1.32000e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.32800e-03,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
1.33600e-03,3.00e+00,9.40e+00,3.00e+00,9.60e+00, 
1.34400e-03,3.04e+00,9.20e+00,3.00e+00,9.20e+00, 
1.35200e-03,3.08e+00,9.20e+00,3.00e+00,9.60e+00, 
1.36000e-03,3.00e+00,9.20e+00,3.20e+00,9.60e+00, 
1.36800e-03,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
1.37600e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.38400e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.39200e-03,3.04e+00,9.20e+00,3.00e+00,9.20e+00, 
1.40000e-03,3.00e+00,9.20e+00,3.00e+00,9.20e+00, 
1.40800e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.41600e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.42400e-03,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
1.43200e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.44000e-03,3.00e+00,9.20e+00,3.00e+00,9.20e+00, 
1.44800e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.45600e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.46400e-03,3.08e+00,9.20e+00,3.00e+00,9.60e+00, 
1.47200e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.48000e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
1.48800e-03,4.80e-01,9.20e+00,4.00e-01,9.60e+00, 
1.49600e-03,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.50400e-03,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.51200e-03,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.52000e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.52800e-03,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.53600e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.54400e-03,-4.00e-02,9.20e+00,0.00e+00,9.60e+00, 
1.55200e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.56000e-03,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.56800e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.57600e-03,-8.00e-02,9.20e+00,0.00e+00,9.60e+00, 
1.58400e-03,0.00e+00,9.20e+00,0.00e+00,9.60e+00, 
1.59200e-03,-4.00e-02,9.20e+00,-2.00e-01,9.20e+00, 
1.60000e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.60800e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.61600e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.62400e-03,-4.00e-02,9.20e+00,-2.00e-01,9.20e+00, 
1.63200e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.64000e-03,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.64800e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.65600e-03,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.66400e-03,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.67200e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.68000e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.68800e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.69600e-03,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.70400e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.71200e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.72000e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.72800e-03,-4.00e-02,9.20e+00,0.00e+00,9.60e+00, 
1.73600e-03,-4.00e-02,9.20e+00,0.00e+00,9.20e+00, 
1.74400e-03,-8.00e-02,9.20e+00,-2.00e-01,9.20e+00, 
1.75200e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.76000e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.76800e-03,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.77600e-03,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.78400e-03,-4.00e-02,9.20e+00,0.00e+00,9.60e+00, 
1.79200e-03,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.80000e-03,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.80800e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.81600e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.82400e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.83200e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.84000e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.84800e-03,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.85600e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.86400e-03,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.87200e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.88000e-03,-4.00e-02,9.20e+00,0.00e+00,9.60e+00, 
1.88800e-03,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.89600e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.90400e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.91200e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.92000e-03,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.92800e-03,-4.00e-02,9.40e+00,0.00e+00,9.60e+00, 
1.93600e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.94400e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.95200e-03,0.00e+00,9.20e+00,-2.00e-01,9.60e+00, 
1.96000e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.96800e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.97600e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
1.98400e-03,-4.00e-02,9.20e+00,0.00e+00,9.60e+00, 
1.99200e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.00000e-03,3.08e+00,9.20e+00,3.00e+00,9.20e+00, 
2.00800e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.01600e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.02400e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.03200e-03,3.04e+00,9.40e+00,2.80e+00,9.60e+00, 
2.04000e-03,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
2.04800e-03,3.08e+00,9.20e+00,3.00e+00,9.60e+00, 
2.05600e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.06400e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.07200e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.08000e-03,3.00e+00,9.20e+00,2.80e+00,9.60e+00, 
2.08800e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.09600e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.10400e-03,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
2.11200e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.12000e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.12800e-03,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
2.13600e-03,3.00e+00,9.20e+00,3.00e+00,9.20e+00, 
2.14400e-03,3.04e+00,9.20e+00,3.00e+00,9.20e+00, 
2.15200e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.16000e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.16800e-03,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
2.17600e-03,3.08e+00,9.20e+00,3.00e+00,9.20e+00, 
2.18400e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.19200e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.20000e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.20800e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.21600e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.22400e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.23200e-03,3.04e+00,9.20e+00,3.00e+00,9.20e+00, 
2.24000e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.24800e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.25600e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.26400e-03,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
2.27200e-03,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
2.28000e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.28800e-03,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
2.29600e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.30400e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.31200e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.32000e-03,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
2.32800e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.33600e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.34400e-03,3.04e+00,9.20e+00,2.80e+00,9.60e+00, 
2.35200e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.36000e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.36800e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.37600e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.38400e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.39200e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.40000e-03,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
2.40800e-03,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
2.41600e-03,3.00e+00,9.20e+00,3.00e+00,9.20e+00, 
2.42400e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.43200e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.44000e-03,2.96e+00,9.20e+00,3.00e+00,9.20e+00, 
2.44800e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.45600e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.46400e-03,3.04e+00,9.20e+00,3.00e+00,9.20e+00, 
2.47200e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.48000e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
2.48800e-03,4.80e-01,9.20e+00,4.00e-01,9.20e+00, 
2.49600e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.50400e-03,-8.00e-02,9.20e+00,0.00e+00,9.60e+00, 
2.51200e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.52000e-03,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.52800e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.53600e-03,-8.00e-02,9.20e+00,0.00e+00,9.60e+00, 
2.54400e-03,-8.00e-02,9.20e+00,0.00e+00,9.60e+00, 
2.55200e-03,-8.00e-02,9.20e+00,-2.00e-01,9.20e+00, 
2.56000e-03,-8.00e-02,9.20e+00,-2.00e-01,9.20e+00, 
2.56800e-03,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.57600e-03,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.58400e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.59200e-03,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.60000e-03,-4.00e-02,9.20e+00,-2.00e-01,9.20e+00, 
2.60800e-03,-8.00e-02,9.20e+00,-2.00e-01,9.20e+00, 
2.61600e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.62400e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.63200e-03,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.64000e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.64800e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.65600e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.66400e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.67200e-03,-8.00e-02,9.20e+00,0.00e+00,9.60e+00, 
2.68000e-03,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.68800e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.69600e-03,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.70400e-03,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.71200e-03,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.72000e-03,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.72800e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.73600e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.74400e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.75200e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.76000e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.76800e-03,0.00e+00,9.20e+00,-2.00e-01,9.60e+00, 
2.77600e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.78400e-03,-4.00e-02,9.20e+00,0.00e+00,9.60e+00, 
2.79200e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.80000e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.80800e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.81600e-03,-4.00e-02,9.20e+00,0.00e+00,9.60e+00, 
2.82400e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.83200e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.84000e-03,-8.00e-02,9.20e+00,0.00e+00,9.60e+00, 
2.84800e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.85600e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.86400e-03,-4.00e-02,9.20e+00,0.00e+00,9.60e+00, 
2.87200e-03,0.00e+00,9.20e+00,-2.00e-01,9.20e+00, 
2.88000e-03,-8.00e-02,9.20e+00,0.00e+00,9.60e+00, 
2.88800e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.89600e-03,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.90400e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.91200e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.92000e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.92800e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.93600e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.94400e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.95200e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.96000e-03,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.96800e-03,-8.00e-02,9.40e+00,-2.00e-01,9.60e+00, 
2.97600e-03,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
2.98400e-03,-4.00e-02,9.20e+00,0.00e+00,9.60e+00, 
2.99200e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
3.00000e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
3.00800e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
3.01600e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
3.02400e-03,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
3.03200e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
3.04000e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
3.04800e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
3.05600e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
3.06400e-03,3.04e+00,9.20e+00,3.00e+00,9.20e+00, 
3.07200e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
3.08000e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
3.08800e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
3.09600e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
3.10400e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
3.11200e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
3.12000e-03,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
3.12800e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
3.13600e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
3.14400e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
3.15200e-03,3.00e+00,9.20e+00,3.00e+00,9.20e+00, 
3.16000e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
3.16800e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
3.17600e-03,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
3.18400e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
3.19200e-03,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
3.20000e-03,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
